Condition,nTrials,nCorrect,pCorrect,iteration
Control,522,259,49.616858237547895,667
Bilateral,522,198,37.93103448275862,668
Control,522,273,52.29885057471264,668
Bilateral,522,195,37.35632183908046,669
Control,522,235,45.01915708812261,669
Bilateral,522,190,36.39846743295019,670
Control,522,282,54.02298850574713,670
Bilateral,522,177,33.90804597701149,671
Control,522,261,50.0,671
Bilateral,522,182,34.86590038314176,672
Control,522,250,47.89272030651341,672
Bilateral,522,207,39.6551724137931,673
Control,522,241,46.16858237547893,673
Bilateral,522,178,34.099616858237546,674
Control,522,260,49.808429118773944,674
Bilateral,522,163,31.226053639846747,675
Control,522,250,47.89272030651341,675
Bilateral,522,182,34.86590038314176,676
Control,522,246,47.12643678160919,676
Bilateral,522,200,38.31417624521073,677
Control,522,252,48.275862068965516,677
Bilateral,522,188,36.015325670498086,678
Control,522,242,46.36015325670498,678
Bilateral,522,197,37.73946360153257,679
Control,522,243,46.55172413793103,679
Bilateral,522,213,40.804597701149426,680
Control,522,275,52.68199233716475,680
Bilateral,522,193,36.97318007662835,681
Control,522,252,48.275862068965516,681
Bilateral,522,194,37.16475095785441,682
Control,522,245,46.934865900383144,682
Bilateral,522,182,34.86590038314176,683
Control,522,257,49.23371647509578,683
Bilateral,522,178,34.099616858237546,684
Control,522,238,45.593869731800766,684
Bilateral,522,198,37.93103448275862,685
Control,522,275,52.68199233716475,685
Bilateral,522,203,38.88888888888889,686
Control,522,256,49.042145593869726,686
Bilateral,522,199,38.122605363984675,687
Control,522,254,48.65900383141762,687
Bilateral,522,191,36.59003831417624,688
Control,522,243,46.55172413793103,688
Bilateral,522,192,36.7816091954023,689
Control,522,250,47.89272030651341,689
Bilateral,522,200,38.31417624521073,690
Control,522,254,48.65900383141762,690
Bilateral,522,205,39.272030651341,691
Control,522,262,50.191570881226056,691
Bilateral,522,200,38.31417624521073,692
Control,522,261,50.0,692
Bilateral,522,200,38.31417624521073,693
Control,522,241,46.16858237547893,693
Bilateral,522,167,31.992337164750957,694
Control,522,260,49.808429118773944,694
Bilateral,522,195,37.35632183908046,695
Control,522,253,48.46743295019157,695
Bilateral,522,203,38.88888888888889,696
Control,522,268,51.34099616858238,696
Bilateral,522,202,38.69731800766284,697
Control,522,267,51.14942528735632,697
Bilateral,522,190,36.39846743295019,698
Control,522,255,48.85057471264368,698
Bilateral,522,186,35.63218390804598,699
Control,522,259,49.616858237547895,699
Bilateral,522,203,38.88888888888889,700
Control,522,266,50.95785440613027,700
Bilateral,522,174,33.33333333333333,701
Control,522,269,51.53256704980843,701
Bilateral,522,189,36.206896551724135,702
Control,522,262,50.191570881226056,702
Bilateral,522,192,36.7816091954023,703
Control,522,263,50.38314176245211,703
Bilateral,522,198,37.93103448275862,704
Control,522,263,50.38314176245211,704
Bilateral,522,182,34.86590038314176,705
Control,522,238,45.593869731800766,705
Bilateral,522,196,37.547892720306514,706
Control,522,253,48.46743295019157,706
Bilateral,522,175,33.524904214559385,707
Control,522,255,48.85057471264368,707
Bilateral,522,196,37.547892720306514,708
Control,522,250,47.89272030651341,708
Bilateral,522,188,36.015325670498086,709
Control,522,246,47.12643678160919,709
Bilateral,522,174,33.33333333333333,710
Control,522,265,50.76628352490421,710
Bilateral,522,186,35.63218390804598,711
Control,522,246,47.12643678160919,711
Bilateral,522,190,36.39846743295019,712
Control,522,258,49.42528735632184,712
Bilateral,522,198,37.93103448275862,713
Control,522,260,49.808429118773944,713
Bilateral,522,207,39.6551724137931,714
Control,522,249,47.701149425287355,714
Bilateral,522,199,38.122605363984675,715
Control,522,254,48.65900383141762,715
Bilateral,522,190,36.39846743295019,716
Control,522,250,47.89272030651341,716
Bilateral,522,185,35.440613026819925,717
Control,522,245,46.934865900383144,717
Bilateral,522,179,34.2911877394636,718
Control,522,249,47.701149425287355,718
Bilateral,522,178,34.099616858237546,719
Control,522,253,48.46743295019157,719
Bilateral,522,180,34.48275862068966,720
Control,522,260,49.808429118773944,720
Bilateral,522,194,37.16475095785441,721
Control,522,253,48.46743295019157,721
Bilateral,522,211,40.42145593869732,722
Control,522,252,48.275862068965516,722
Bilateral,522,198,37.93103448275862,723
Control,522,268,51.34099616858238,723
Bilateral,522,185,35.440613026819925,724
Control,522,262,50.191570881226056,724
Bilateral,522,208,39.84674329501915,725
Control,522,281,53.83141762452107,725
Bilateral,522,210,40.229885057471265,726
Control,522,260,49.808429118773944,726
Bilateral,522,187,35.82375478927203,727
Control,522,256,49.042145593869726,727
Bilateral,522,200,38.31417624521073,728
Control,522,258,49.42528735632184,728
Bilateral,522,190,36.39846743295019,729
Control,522,256,49.042145593869726,729
Bilateral,522,184,35.24904214559387,730
Control,522,270,51.724137931034484,730
Bilateral,522,204,39.08045977011494,731
Control,522,256,49.042145593869726,731
Bilateral,522,192,36.7816091954023,732
Control,522,263,50.38314176245211,732
Bilateral,522,197,37.73946360153257,733
Control,522,234,44.827586206896555,733
Bilateral,522,188,36.015325670498086,734
Control,522,251,48.08429118773947,734
Bilateral,522,187,35.82375478927203,735
Control,522,246,47.12643678160919,735
Bilateral,522,180,34.48275862068966,736
Control,522,263,50.38314176245211,736
Bilateral,522,199,38.122605363984675,737
Control,522,252,48.275862068965516,737
Bilateral,522,193,36.97318007662835,738
Control,522,257,49.23371647509578,738
Bilateral,522,198,37.93103448275862,739
Control,522,247,47.31800766283525,739
Bilateral,522,179,34.2911877394636,740
Control,522,240,45.97701149425287,740
Bilateral,522,189,36.206896551724135,741
Control,522,270,51.724137931034484,741
Bilateral,522,202,38.69731800766284,742
Control,522,234,44.827586206896555,742
Bilateral,522,198,37.93103448275862,743
Control,522,259,49.616858237547895,743
Bilateral,522,230,44.06130268199234,744
Control,522,245,46.934865900383144,744
Bilateral,522,188,36.015325670498086,745
Control,522,260,49.808429118773944,745
Bilateral,522,186,35.63218390804598,746
Control,522,242,46.36015325670498,746
Bilateral,522,193,36.97318007662835,747
Control,522,262,50.191570881226056,747
Bilateral,522,199,38.122605363984675,748
Control,522,275,52.68199233716475,748
Bilateral,522,212,40.61302681992337,749
Control,522,263,50.38314176245211,749
Bilateral,522,191,36.59003831417624,750
Control,522,270,51.724137931034484,750
Bilateral,522,210,40.229885057471265,751
Control,522,252,48.275862068965516,751
Bilateral,522,204,39.08045977011494,752
Control,522,260,49.808429118773944,752
Bilateral,522,198,37.93103448275862,753
Control,522,265,50.76628352490421,753
Bilateral,522,186,35.63218390804598,754
Control,522,266,50.95785440613027,754
Bilateral,522,184,35.24904214559387,755
Control,522,264,50.57471264367817,755
Bilateral,522,195,37.35632183908046,756
Control,522,256,49.042145593869726,756
Bilateral,522,203,38.88888888888889,757
Control,522,261,50.0,757
Bilateral,522,189,36.206896551724135,758
Control,522,263,50.38314176245211,758
Bilateral,522,205,39.272030651341,759
Control,522,254,48.65900383141762,759
Bilateral,522,181,34.67432950191571,760
Control,522,267,51.14942528735632,760
Bilateral,522,198,37.93103448275862,761
Control,522,253,48.46743295019157,761
Bilateral,522,196,37.547892720306514,762
Control,522,266,50.95785440613027,762
Bilateral,522,196,37.547892720306514,763
Control,522,255,48.85057471264368,763
Bilateral,522,203,38.88888888888889,764
Control,522,258,49.42528735632184,764
Bilateral,522,182,34.86590038314176,765
Control,522,265,50.76628352490421,765
Bilateral,522,180,34.48275862068966,766
Control,522,251,48.08429118773947,766
Bilateral,522,188,36.015325670498086,767
Control,522,249,47.701149425287355,767
Bilateral,522,204,39.08045977011494,768
Control,522,262,50.191570881226056,768
Bilateral,522,202,38.69731800766284,769
Control,522,250,47.89272030651341,769
Bilateral,522,195,37.35632183908046,770
Control,522,251,48.08429118773947,770
Bilateral,522,182,34.86590038314176,771
Control,522,240,45.97701149425287,771
Bilateral,522,201,38.50574712643678,772
Control,522,246,47.12643678160919,772
Bilateral,522,195,37.35632183908046,773
Control,522,254,48.65900383141762,773
Bilateral,522,186,35.63218390804598,774
Control,522,246,47.12643678160919,774
Bilateral,522,194,37.16475095785441,775
Control,522,245,46.934865900383144,775
Bilateral,522,189,36.206896551724135,776
Control,522,253,48.46743295019157,776
Bilateral,522,192,36.7816091954023,777
Control,522,241,46.16858237547893,777
Bilateral,522,198,37.93103448275862,778
Control,522,244,46.74329501915709,778
Bilateral,522,178,34.099616858237546,779
Control,522,255,48.85057471264368,779
Bilateral,522,170,32.56704980842912,780
Control,522,251,48.08429118773947,780
Bilateral,522,179,34.2911877394636,781
Control,522,270,51.724137931034484,781
Bilateral,522,201,38.50574712643678,782
Control,522,246,47.12643678160919,782
Bilateral,522,196,37.547892720306514,783
Control,522,241,46.16858237547893,783
Bilateral,522,186,35.63218390804598,784
Control,522,242,46.36015325670498,784
Bilateral,522,186,35.63218390804598,785
Control,522,262,50.191570881226056,785
Bilateral,522,171,32.758620689655174,786
Control,522,238,45.593869731800766,786
Bilateral,522,189,36.206896551724135,787
Control,522,260,49.808429118773944,787
Bilateral,522,181,34.67432950191571,788
Control,522,254,48.65900383141762,788
Bilateral,522,206,39.46360153256705,789
Control,522,250,47.89272030651341,789
Bilateral,522,179,34.2911877394636,790
Control,522,252,48.275862068965516,790
Bilateral,522,188,36.015325670498086,791
Control,522,257,49.23371647509578,791
Bilateral,522,198,37.93103448275862,792
Control,522,251,48.08429118773947,792
Bilateral,522,182,34.86590038314176,793
Control,522,269,51.53256704980843,793
Bilateral,522,191,36.59003831417624,794
Control,522,251,48.08429118773947,794
Bilateral,522,190,36.39846743295019,795
Control,522,254,48.65900383141762,795
Bilateral,522,184,35.24904214559387,796
Control,522,266,50.95785440613027,796
Bilateral,522,201,38.50574712643678,797
Control,522,251,48.08429118773947,797
Bilateral,522,198,37.93103448275862,798
Control,522,256,49.042145593869726,798
Bilateral,522,208,39.84674329501915,799
Control,522,259,49.616858237547895,799
Bilateral,522,180,34.48275862068966,800
Control,522,268,51.34099616858238,800
Bilateral,522,194,37.16475095785441,801
Control,522,273,52.29885057471264,801
Bilateral,522,191,36.59003831417624,802
Control,522,239,45.785440613026815,802
Bilateral,522,179,34.2911877394636,803
Control,522,244,46.74329501915709,803
Bilateral,522,202,38.69731800766284,804
Control,522,249,47.701149425287355,804
Bilateral,522,191,36.59003831417624,805
Control,522,269,51.53256704980843,805
Bilateral,522,192,36.7816091954023,806
Control,522,253,48.46743295019157,806
Bilateral,522,194,37.16475095785441,807
Control,522,266,50.95785440613027,807
Bilateral,522,195,37.35632183908046,808
Control,522,261,50.0,808
Bilateral,522,190,36.39846743295019,809
Control,522,250,47.89272030651341,809
Bilateral,522,190,36.39846743295019,810
Control,522,258,49.42528735632184,810
Bilateral,522,195,37.35632183908046,811
Control,522,258,49.42528735632184,811
Bilateral,522,193,36.97318007662835,812
Control,522,262,50.191570881226056,812
Bilateral,522,184,35.24904214559387,813
Control,522,247,47.31800766283525,813
Bilateral,522,188,36.015325670498086,814
Control,522,258,49.42528735632184,814
Bilateral,522,190,36.39846743295019,815
Control,522,264,50.57471264367817,815
Bilateral,522,182,34.86590038314176,816
Control,522,258,49.42528735632184,816
Bilateral,522,202,38.69731800766284,817
Control,522,242,46.36015325670498,817
Bilateral,522,183,35.05747126436782,818
Control,522,255,48.85057471264368,818
Bilateral,522,188,36.015325670498086,819
Control,522,279,53.44827586206896,819
Bilateral,522,187,35.82375478927203,820
Control,522,260,49.808429118773944,820
Bilateral,522,168,32.18390804597701,821
Control,522,255,48.85057471264368,821
Bilateral,522,195,37.35632183908046,822
Control,522,247,47.31800766283525,822
Bilateral,522,176,33.71647509578544,823
Control,522,268,51.34099616858238,823
Bilateral,522,198,37.93103448275862,824
Control,522,245,46.934865900383144,824
Bilateral,522,182,34.86590038314176,825
Control,522,242,46.36015325670498,825
Bilateral,522,194,37.16475095785441,826
Control,522,251,48.08429118773947,826
Bilateral,522,198,37.93103448275862,827
Control,522,266,50.95785440613027,827
Bilateral,522,190,36.39846743295019,828
Control,522,264,50.57471264367817,828
Bilateral,522,183,35.05747126436782,829
Control,522,265,50.76628352490421,829
Bilateral,522,191,36.59003831417624,830
Control,522,236,45.21072796934866,830
Bilateral,522,188,36.015325670498086,831
Control,522,253,48.46743295019157,831
Bilateral,522,188,36.015325670498086,832
Control,522,256,49.042145593869726,832
Bilateral,522,183,35.05747126436782,833
Control,522,255,48.85057471264368,833
Bilateral,522,197,37.73946360153257,834
Control,522,253,48.46743295019157,834
Bilateral,522,207,39.6551724137931,835
Control,522,265,50.76628352490421,835
Bilateral,522,171,32.758620689655174,836
Control,522,259,49.616858237547895,836
Bilateral,522,196,37.547892720306514,837
Control,522,289,55.3639846743295,837
Bilateral,522,191,36.59003831417624,838
Control,522,250,47.89272030651341,838
Bilateral,522,203,38.88888888888889,839
Control,522,258,49.42528735632184,839
Bilateral,522,202,38.69731800766284,840
Control,522,243,46.55172413793103,840
Bilateral,522,183,35.05747126436782,841
Control,522,283,54.214559386973185,841
Bilateral,522,201,38.50574712643678,842
Control,522,247,47.31800766283525,842
Bilateral,522,197,37.73946360153257,843
Control,522,259,49.616858237547895,843
Bilateral,522,188,36.015325670498086,844
Control,522,248,47.509578544061306,844
Bilateral,522,174,33.33333333333333,845
Control,522,254,48.65900383141762,845
Bilateral,522,189,36.206896551724135,846
Control,522,250,47.89272030651341,846
Bilateral,522,188,36.015325670498086,847
Control,522,251,48.08429118773947,847
Bilateral,522,190,36.39846743295019,848
Control,522,277,53.06513409961686,848
Bilateral,522,175,33.524904214559385,849
Control,522,263,50.38314176245211,849
Bilateral,522,180,34.48275862068966,850
Control,522,259,49.616858237547895,850
Bilateral,522,203,38.88888888888889,851
Control,522,248,47.509578544061306,851
Bilateral,522,196,37.547892720306514,852
Control,522,266,50.95785440613027,852
Bilateral,522,195,37.35632183908046,853
Control,522,260,49.808429118773944,853
Bilateral,522,193,36.97318007662835,854
Control,522,262,50.191570881226056,854
Bilateral,522,186,35.63218390804598,855
Control,522,246,47.12643678160919,855
Bilateral,522,198,37.93103448275862,856
Control,522,268,51.34099616858238,856
Bilateral,522,188,36.015325670498086,857
Control,522,232,44.44444444444444,857
Bilateral,522,182,34.86590038314176,858
Control,522,250,47.89272030651341,858
Bilateral,522,201,38.50574712643678,859
Control,522,263,50.38314176245211,859
Bilateral,522,187,35.82375478927203,860
Control,522,229,43.86973180076628,860
Bilateral,522,203,38.88888888888889,861
Control,522,264,50.57471264367817,861
Bilateral,522,186,35.63218390804598,862
Control,522,265,50.76628352490421,862
Bilateral,522,213,40.804597701149426,863
Control,522,232,44.44444444444444,863
Bilateral,522,187,35.82375478927203,864
Control,522,250,47.89272030651341,864
Bilateral,522,186,35.63218390804598,865
Control,522,277,53.06513409961686,865
Bilateral,522,176,33.71647509578544,866
Control,522,259,49.616858237547895,866
Bilateral,522,199,38.122605363984675,867
Control,522,261,50.0,867
Bilateral,522,165,31.60919540229885,868
Control,522,266,50.95785440613027,868
Bilateral,522,205,39.272030651341,869
Control,522,271,51.91570881226054,869
Bilateral,522,190,36.39846743295019,870
Control,522,241,46.16858237547893,870
Bilateral,522,192,36.7816091954023,871
Control,522,252,48.275862068965516,871
Bilateral,522,197,37.73946360153257,872
Control,522,248,47.509578544061306,872
Bilateral,522,206,39.46360153256705,873
Control,522,243,46.55172413793103,873
Bilateral,522,185,35.440613026819925,874
Control,522,248,47.509578544061306,874
Bilateral,522,197,37.73946360153257,875
Control,522,260,49.808429118773944,875
Bilateral,522,186,35.63218390804598,876
Control,522,240,45.97701149425287,876
Bilateral,522,201,38.50574712643678,877
Control,522,257,49.23371647509578,877
Bilateral,522,165,31.60919540229885,878
Control,522,269,51.53256704980843,878
Bilateral,522,189,36.206896551724135,879
Control,522,251,48.08429118773947,879
Bilateral,522,193,36.97318007662835,880
Control,522,255,48.85057471264368,880
Bilateral,522,192,36.7816091954023,881
Control,522,256,49.042145593869726,881
Bilateral,522,210,40.229885057471265,882
Control,522,256,49.042145593869726,882
Bilateral,522,195,37.35632183908046,883
Control,522,260,49.808429118773944,883
Bilateral,522,167,31.992337164750957,884
Control,522,267,51.14942528735632,884
Bilateral,522,196,37.547892720306514,885
Control,522,263,50.38314176245211,885
Bilateral,522,194,37.16475095785441,886
Control,522,254,48.65900383141762,886
Bilateral,522,200,38.31417624521073,887
Control,522,288,55.172413793103445,887
Bilateral,522,183,35.05747126436782,888
Control,522,258,49.42528735632184,888
Bilateral,522,194,37.16475095785441,889
Control,522,260,49.808429118773944,889
Bilateral,522,182,34.86590038314176,890
Control,522,278,53.25670498084292,890
Bilateral,522,202,38.69731800766284,891
Control,522,258,49.42528735632184,891
Bilateral,522,205,39.272030651341,892
Control,522,239,45.785440613026815,892
Bilateral,522,195,37.35632183908046,893
Control,522,257,49.23371647509578,893
Bilateral,522,192,36.7816091954023,894
Control,522,254,48.65900383141762,894
Bilateral,522,192,36.7816091954023,895
Control,522,248,47.509578544061306,895
Bilateral,522,198,37.93103448275862,896
Control,522,253,48.46743295019157,896
Bilateral,522,178,34.099616858237546,897
Control,522,244,46.74329501915709,897
Bilateral,522,174,33.33333333333333,898
Control,522,259,49.616858237547895,898
Bilateral,522,206,39.46360153256705,899
Control,522,264,50.57471264367817,899
Bilateral,522,187,35.82375478927203,900
Control,522,258,49.42528735632184,900
Bilateral,522,192,36.7816091954023,901
Control,522,268,51.34099616858238,901
Bilateral,522,174,33.33333333333333,902
Control,522,273,52.29885057471264,902
Bilateral,522,192,36.7816091954023,903
Control,522,261,50.0,903
Bilateral,522,167,31.992337164750957,904
Control,522,264,50.57471264367817,904
Bilateral,522,206,39.46360153256705,905
Control,522,255,48.85057471264368,905
Bilateral,522,178,34.099616858237546,906
Control,522,253,48.46743295019157,906
Bilateral,522,194,37.16475095785441,907
Control,522,256,49.042145593869726,907
Bilateral,522,178,34.099616858237546,908
Control,522,248,47.509578544061306,908
Bilateral,522,183,35.05747126436782,909
Control,522,253,48.46743295019157,909
Bilateral,522,201,38.50574712643678,910
Control,522,277,53.06513409961686,910
Bilateral,522,167,31.992337164750957,911
Control,522,245,46.934865900383144,911
Bilateral,522,201,38.50574712643678,912
Control,522,263,50.38314176245211,912
Bilateral,522,188,36.015325670498086,913
Control,522,249,47.701149425287355,913
Bilateral,522,189,36.206896551724135,914
Control,522,257,49.23371647509578,914
Bilateral,522,216,41.37931034482759,915
Control,522,259,49.616858237547895,915
Bilateral,522,196,37.547892720306514,916
Control,522,239,45.785440613026815,916
Bilateral,522,183,35.05747126436782,917
Control,522,261,50.0,917
Bilateral,522,181,34.67432950191571,918
Control,522,266,50.95785440613027,918
Bilateral,522,191,36.59003831417624,919
Control,522,253,48.46743295019157,919
Bilateral,522,194,37.16475095785441,920
Control,522,270,51.724137931034484,920
Bilateral,522,198,37.93103448275862,921
Control,522,238,45.593869731800766,921
Bilateral,522,191,36.59003831417624,922
Control,522,252,48.275862068965516,922
Bilateral,522,184,35.24904214559387,923
Control,522,259,49.616858237547895,923
Bilateral,522,189,36.206896551724135,924
Control,522,250,47.89272030651341,924
Bilateral,522,207,39.6551724137931,925
Control,522,236,45.21072796934866,925
Bilateral,522,198,37.93103448275862,926
Control,522,251,48.08429118773947,926
Bilateral,522,177,33.90804597701149,927
Control,522,277,53.06513409961686,927
Bilateral,522,196,37.547892720306514,928
Control,522,257,49.23371647509578,928
Bilateral,522,209,40.03831417624521,929
Control,522,270,51.724137931034484,929
Bilateral,522,176,33.71647509578544,930
Control,522,249,47.701149425287355,930
Bilateral,522,195,37.35632183908046,931
Control,522,259,49.616858237547895,931
Bilateral,522,192,36.7816091954023,932
Control,522,250,47.89272030651341,932
Bilateral,522,187,35.82375478927203,933
Control,522,253,48.46743295019157,933
Bilateral,522,217,41.57088122605364,934
Control,522,268,51.34099616858238,934
Bilateral,522,199,38.122605363984675,935
Control,522,264,50.57471264367817,935
Bilateral,522,179,34.2911877394636,936
Control,522,276,52.87356321839081,936
Bilateral,522,192,36.7816091954023,937
Control,522,258,49.42528735632184,937
Bilateral,522,191,36.59003831417624,938
Control,522,266,50.95785440613027,938
Bilateral,522,191,36.59003831417624,939
Control,522,237,45.40229885057471,939
Bilateral,522,198,37.93103448275862,940
Control,522,252,48.275862068965516,940
Bilateral,522,191,36.59003831417624,941
Control,522,272,52.10727969348659,941
Bilateral,522,196,37.547892720306514,942
Control,522,263,50.38314176245211,942
Bilateral,522,191,36.59003831417624,943
Control,522,255,48.85057471264368,943
Bilateral,522,204,39.08045977011494,944
Control,522,255,48.85057471264368,944
Bilateral,522,210,40.229885057471265,945
Control,522,285,54.59770114942529,945
Bilateral,522,189,36.206896551724135,946
Control,522,266,50.95785440613027,946
Bilateral,522,193,36.97318007662835,947
Control,522,265,50.76628352490421,947
Bilateral,522,197,37.73946360153257,948
Control,522,265,50.76628352490421,948
Bilateral,522,174,33.33333333333333,949
Control,522,251,48.08429118773947,949
Bilateral,522,186,35.63218390804598,950
Control,522,264,50.57471264367817,950
Bilateral,522,192,36.7816091954023,951
Control,522,254,48.65900383141762,951
Bilateral,522,196,37.547892720306514,952
Control,522,264,50.57471264367817,952
Bilateral,522,183,35.05747126436782,953
Control,522,244,46.74329501915709,953
Bilateral,522,194,37.16475095785441,954
Control,522,251,48.08429118773947,954
Bilateral,522,188,36.015325670498086,955
Control,522,266,50.95785440613027,955
Bilateral,522,196,37.547892720306514,956
Control,522,270,51.724137931034484,956
Bilateral,522,192,36.7816091954023,957
Control,522,248,47.509578544061306,957
Bilateral,522,205,39.272030651341,958
Control,522,250,47.89272030651341,958
Bilateral,522,203,38.88888888888889,959
Control,522,259,49.616858237547895,959
Bilateral,522,206,39.46360153256705,960
Control,522,267,51.14942528735632,960
Bilateral,522,181,34.67432950191571,961
Control,522,246,47.12643678160919,961
Bilateral,522,199,38.122605363984675,962
Control,522,246,47.12643678160919,962
Bilateral,522,201,38.50574712643678,963
Control,522,270,51.724137931034484,963
Bilateral,522,195,37.35632183908046,964
Control,522,259,49.616858237547895,964
Bilateral,522,194,37.16475095785441,965
Control,522,254,48.65900383141762,965
Bilateral,522,189,36.206896551724135,966
Control,522,268,51.34099616858238,966
Bilateral,522,185,35.440613026819925,967
Control,522,271,51.91570881226054,967
Bilateral,522,188,36.015325670498086,968
Control,522,252,48.275862068965516,968
Bilateral,522,194,37.16475095785441,969
Control,522,268,51.34099616858238,969
Bilateral,522,181,34.67432950191571,970
Control,522,250,47.89272030651341,970
Bilateral,522,194,37.16475095785441,971
Control,522,251,48.08429118773947,971
Bilateral,522,177,33.90804597701149,972
Control,522,247,47.31800766283525,972
Bilateral,522,191,36.59003831417624,973
Control,522,247,47.31800766283525,973
Bilateral,522,190,36.39846743295019,974
Control,522,249,47.701149425287355,974
Bilateral,522,184,35.24904214559387,975
Control,522,277,53.06513409961686,975
Bilateral,522,202,38.69731800766284,976
Control,522,273,52.29885057471264,976
Bilateral,522,196,37.547892720306514,977
Control,522,246,47.12643678160919,977
Bilateral,522,185,35.440613026819925,978
Control,522,255,48.85057471264368,978
Bilateral,522,185,35.440613026819925,979
Control,522,250,47.89272030651341,979
Bilateral,522,196,37.547892720306514,980
Control,522,259,49.616858237547895,980
Bilateral,522,192,36.7816091954023,981
Control,522,259,49.616858237547895,981
Bilateral,522,192,36.7816091954023,982
Control,522,266,50.95785440613027,982
Bilateral,522,184,35.24904214559387,983
Control,522,259,49.616858237547895,983
Bilateral,522,193,36.97318007662835,984
Control,522,252,48.275862068965516,984
Bilateral,522,205,39.272030651341,985
Control,522,267,51.14942528735632,985
Bilateral,522,197,37.73946360153257,986
Control,522,262,50.191570881226056,986
Bilateral,522,195,37.35632183908046,987
Control,522,263,50.38314176245211,987
Bilateral,522,191,36.59003831417624,988
Control,522,256,49.042145593869726,988
Bilateral,522,192,36.7816091954023,989
Control,522,264,50.57471264367817,989
Bilateral,522,216,41.37931034482759,990
Control,522,262,50.191570881226056,990
Bilateral,522,199,38.122605363984675,991
Control,522,263,50.38314176245211,991
Bilateral,522,197,37.73946360153257,992
Control,522,252,48.275862068965516,992
Bilateral,522,202,38.69731800766284,993
Control,522,262,50.191570881226056,993
Bilateral,522,197,37.73946360153257,994
Control,522,259,49.616858237547895,994
Bilateral,522,200,38.31417624521073,995
Control,522,263,50.38314176245211,995
Bilateral,522,201,38.50574712643678,996
Control,522,257,49.23371647509578,996
Bilateral,522,202,38.69731800766284,997
Control,522,252,48.275862068965516,997
Bilateral,522,184,35.24904214559387,998
Control,522,237,45.40229885057471,998
Bilateral,522,203,38.88888888888889,999
Control,522,245,46.934865900383144,999
