Trial,CorrectionTrial,StartTime,CenterReward,F1,F2,F3,F4,HoldTime,Atten,Pitch,Side,Response,RespTime,Correct,noiseAtten,opto,laserOnset,laserOffset,Mask,sessionDate
219,1,2700.607,0,460,1105,2857,4205,801,10.0,200,0,2,2701.383,0,10,0,-150,100,1,2021-03-11 12:35:00
220,1,2705.717,0,460,1105,2857,4205,801,10.0,200,0,8,2707.092,1,10,0,-150,100,1,2021-03-11 12:35:00
221,0,2726.865,0,730,2058,2857,4205,901,3.3,200,1,2,2727.672,1,10,0,-150,100,1,2021-03-11 12:35:00
222,0,2738.978,0,460,1105,2857,4205,1001,6.7,200,0,2,2740.539,0,10,0,-150,100,1,2021-03-11 12:35:00
1,0,18.445,0,730,2058,2857,4205,501,6.7,200,1,8,19.218,0,10,1,-150,100,1,2021-03-12 13:15:00
2,1,22.792,0,730,2058,2857,4205,501,6.7,200,1,2,23.324,1,10,0,-150,100,1,2021-03-12 13:15:00
3,0,33.535,0,730,2058,2857,4205,601,3.3,200,1,2,34.25,1,10,0,-150,100,1,2021-03-12 13:15:00
4,0,84.972,0,460,1105,2857,4205,801,10.0,200,0,2,85.664,0,10,1,-150,100,1,2021-03-12 13:15:00
5,1,92.587,0,460,1105,2857,4205,801,10.0,200,0,8,93.253,1,10,0,-150,100,1,2021-03-12 13:15:00
6,0,118.694,0,460,1105,2857,4205,901,0.0,200,0,8,119.326,1,10,0,-150,100,1,2021-03-12 13:15:00
7,0,132.296,0,460,1105,2857,4205,1001,-10.0,200,0,2,132.822,0,10,0,-150,100,1,2021-03-12 13:15:00
8,1,159.373,0,460,1105,2857,4205,1001,-10.0,200,0,2,159.949,0,10,0,-150,100,1,2021-03-12 13:15:00
9,1,167.003,0,460,1105,2857,4205,1001,-10.0,200,0,8,167.79,1,10,0,-150,100,1,2021-03-12 13:15:00
10,0,178.742,0,460,1105,2857,4205,701,-3.3,200,0,2,179.358,0,10,1,-150,100,1,2021-03-12 13:15:00
11,1,185.363,0,460,1105,2857,4205,701,-3.3,200,0,8,186.057,1,10,0,-150,100,1,2021-03-12 13:15:00
12,0,207.06,0,730,2058,2857,4205,801,-6.7,200,1,8,207.827,0,10,0,-150,100,1,2021-03-12 13:15:00
13,1,212.685,0,730,2058,2857,4205,801,-6.7,200,1,2,213.196,1,10,0,-150,100,1,2021-03-12 13:15:00
14,0,233.133,0,730,2058,2857,4205,1001,10.0,200,1,8,233.972,0,10,1,-150,100,1,2021-03-12 13:15:00
15,1,256.371,0,730,2058,2857,4205,1001,10.0,200,1,2,256.916,1,10,0,-150,100,1,2021-03-12 13:15:00
16,0,274.027,0,460,1105,2857,4205,601,-3.3,200,0,2,275.428,0,10,0,-150,100,1,2021-03-12 13:15:00
17,1,288.808,0,460,1105,2857,4205,601,-3.3,200,0,8,289.403,1,10,0,-150,100,1,2021-03-12 13:15:00
18,0,301.747,0,730,2058,2857,4205,501,3.3,200,1,2,302.514,1,10,0,-150,100,1,2021-03-12 13:15:00
19,0,321.803,0,730,2058,2857,4205,801,0.0,200,1,2,322.629,1,10,1,-150,100,1,2021-03-12 13:15:00
20,0,340.332,0,730,2058,2857,4205,701,6.7,200,1,2,340.95,1,10,1,-150,100,1,2021-03-12 13:15:00
21,0,356.927,0,460,1105,2857,4205,601,-6.7,200,0,8,357.564,1,10,0,-150,100,1,2021-03-12 13:15:00
22,0,370.471,0,460,1105,2857,4205,901,6.7,200,0,2,371.039,0,10,1,-150,100,1,2021-03-12 13:15:00
23,1,376.834,0,460,1105,2857,4205,901,6.7,200,0,8,377.685,1,10,0,-150,100,1,2021-03-12 13:15:00
24,0,409.702,0,460,1105,2857,4205,1001,3.3,200,0,2,410.623,0,10,1,-150,100,1,2021-03-12 13:15:00
25,1,428.836,0,460,1105,2857,4205,1001,3.3,200,0,8,429.575,1,10,0,-150,100,1,2021-03-12 13:15:00
26,0,440.466,0,730,2058,2857,4205,501,10.0,200,1,2,441.42,1,10,0,-150,100,1,2021-03-12 13:15:00
27,0,462.454,0,730,2058,2857,4205,1001,-3.3,200,1,2,462.977,1,10,1,-150,100,1,2021-03-12 13:15:00
28,0,477.364,0,460,1105,2857,4205,701,0.0,200,0,8,478.186,1,10,1,-150,100,1,2021-03-12 13:15:00
29,0,486.846,0,730,2058,2857,4205,601,10.0,200,1,2,487.371,1,10,0,-150,100,1,2021-03-12 13:15:00
30,0,499.946,0,460,1105,2857,4205,901,0.0,200,0,8,500.695,1,10,1,-150,100,1,2021-03-12 13:15:00
31,0,509.448,0,730,2058,2857,4205,501,-10.0,200,1,2,509.994,1,10,1,-150,100,1,2021-03-12 13:15:00
32,0,528.045,0,460,1105,2857,4205,1001,-6.7,200,0,8,528.638,1,10,0,-150,100,1,2021-03-12 13:15:00
33,0,538.692,0,460,1105,2857,4205,601,6.7,200,0,8,539.484,1,10,0,-150,100,1,2021-03-12 13:15:00
34,0,553.4,0,730,2058,2857,4205,901,3.3,200,1,2,553.88,1,10,0,-150,100,1,2021-03-12 13:15:00
35,0,564.894,0,730,2058,2857,4205,701,0.0,200,1,2,565.432,1,10,0,-150,100,1,2021-03-12 13:15:00
36,0,579.437,0,730,2058,2857,4205,701,-6.7,200,1,2,580.0,1,10,0,-150,100,1,2021-03-12 13:15:00
37,0,605.653,0,460,1105,2857,4205,801,3.3,200,0,8,606.404,1,10,0,-150,100,1,2021-03-12 13:15:00
38,0,632.898,0,730,2058,2857,4205,1001,10.0,200,1,8,633.516,0,10,1,-150,100,1,2021-03-12 13:15:00
39,1,641.341,0,730,2058,2857,4205,1001,10.0,200,1,2,642.429,1,10,0,-150,100,1,2021-03-12 13:15:00
40,0,662.304,0,460,1105,2857,4205,901,-3.3,200,0,8,662.945,1,10,1,-150,100,1,2021-03-12 13:15:00
41,0,673.85,0,730,2058,2857,4205,501,6.7,200,1,2,674.4,1,10,1,-150,100,1,2021-03-12 13:15:00
42,0,686.239,0,460,1105,2857,4205,501,0.0,200,0,8,686.973,1,10,1,-150,100,1,2021-03-12 13:15:00
43,0,708.102,0,460,1105,2857,4205,801,-6.7,200,0,8,708.672,1,10,0,-150,100,1,2021-03-12 13:15:00
44,0,729.674,0,730,2058,2857,4205,601,-10.0,200,1,2,730.192,1,10,1,-150,100,1,2021-03-12 13:15:00
45,0,761.911,0,460,1105,2857,4205,901,6.7,200,0,8,762.459,1,10,1,-150,100,1,2021-03-12 13:15:00
46,0,787.784,0,460,1105,2857,4205,1001,3.3,200,0,8,788.533,1,10,0,-150,100,1,2021-03-12 13:15:00
47,0,809.293,0,460,1105,2857,4205,701,10.0,200,0,2,809.946,0,10,0,-150,100,1,2021-03-12 13:15:00
48,1,819.802,0,460,1105,2857,4205,701,10.0,200,0,8,820.633,1,10,0,-150,100,1,2021-03-12 13:15:00
49,0,843.502,0,460,1105,2857,4205,801,-6.7,200,0,8,844.113,1,10,1,-150,100,1,2021-03-12 13:15:00
50,0,874.791,0,730,2058,2857,4205,1001,-10.0,200,1,2,875.339,1,10,0,-150,100,1,2021-03-12 13:15:00
51,0,894.683,0,730,2058,2857,4205,901,6.7,200,1,2,896.547,1,10,1,-150,100,1,2021-03-12 13:15:00
52,0,909.007,0,730,2058,2857,4205,601,0.0,200,1,2,909.777,1,10,0,-150,100,1,2021-03-12 13:15:00
53,0,923.038,0,730,2058,2857,4205,701,3.3,200,1,8,923.678,0,10,0,-150,100,1,2021-03-12 13:15:00
54,1,930.167,0,730,2058,2857,4205,701,3.3,200,1,2,931.015,1,10,0,-150,100,1,2021-03-12 13:15:00
55,0,971.189,0,460,1105,2857,4205,1001,-3.3,200,0,8,972.103,1,10,1,-150,100,1,2021-03-12 13:15:00
56,0,982.086,0,730,2058,2857,4205,901,6.7,200,1,2,982.685,1,10,1,-150,100,1,2021-03-12 13:15:00
57,0,1004.578,0,730,2058,2857,4205,801,-3.3,200,1,2,1005.244,1,10,1,-150,100,1,2021-03-12 13:15:00
58,0,1014.246,0,460,1105,2857,4205,501,10.0,200,0,2,1014.935,0,10,0,-150,100,1,2021-03-12 13:15:00
59,1,1018.496,0,460,1105,2857,4205,501,10.0,200,0,8,1019.345,1,10,0,-150,100,1,2021-03-12 13:15:00
60,0,1037.023,0,730,2058,2857,4205,801,-6.7,200,1,2,1039.283,1,10,0,-150,100,1,2021-03-12 13:15:00
61,0,1071.307,0,460,1105,2857,4205,701,-10.0,200,0,2,1071.773,0,10,0,-150,100,1,2021-03-12 13:15:00
62,1,1078.403,0,460,1105,2857,4205,701,-10.0,200,0,8,1079.045,1,10,0,-150,100,1,2021-03-12 13:15:00
63,0,1095.876,0,460,1105,2857,4205,501,3.3,200,0,2,1096.84,0,10,1,-150,100,1,2021-03-12 13:15:00
64,1,1103.45,0,460,1105,2857,4205,501,3.3,200,0,2,1104.111,0,10,0,-150,100,1,2021-03-12 13:15:00
65,1,1110.225,0,460,1105,2857,4205,501,3.3,200,0,8,1111.021,1,10,0,-150,100,1,2021-03-12 13:15:00
66,0,1120.346,0,460,1105,2857,4205,601,10.0,200,0,2,1121.016,0,10,0,-150,100,1,2021-03-12 13:15:00
67,1,1129.474,0,460,1105,2857,4205,601,10.0,200,0,8,1130.531,1,10,0,-150,100,1,2021-03-12 13:15:00
68,0,1148.035,0,730,2058,2857,4205,1001,6.7,200,1,2,1148.551,1,10,0,-150,100,1,2021-03-12 13:15:00
69,0,1173.648,0,730,2058,2857,4205,901,-3.3,200,1,2,1174.21,1,10,1,-150,100,1,2021-03-12 13:15:00
70,0,1187.058,0,460,1105,2857,4205,601,-10.0,200,0,8,1187.599,1,10,1,-150,100,1,2021-03-12 13:15:00
71,0,1200.241,0,460,1105,2857,4205,701,-6.7,200,0,2,1201.044,0,10,1,-150,100,1,2021-03-12 13:15:00
72,1,1206.946,0,460,1105,2857,4205,701,-6.7,200,0,8,1207.584,1,10,0,-150,100,1,2021-03-12 13:15:00
73,0,1232.729,0,730,2058,2857,4205,1001,3.3,200,1,2,1233.541,1,10,1,-150,100,1,2021-03-12 13:15:00
74,0,1242.291,0,730,2058,2857,4205,501,-10.0,200,1,2,1243.039,1,10,0,-150,100,1,2021-03-12 13:15:00
75,0,1252.07,0,460,1105,2857,4205,501,10.0,200,0,8,1252.933,1,10,0,-150,100,1,2021-03-12 13:15:00
76,0,1274.294,0,460,1105,2857,4205,1001,-6.7,200,0,8,1274.841,1,10,1,-150,100,1,2021-03-12 13:15:00
77,0,1300.378,0,730,2058,2857,4205,901,0.0,200,1,2,1300.946,1,10,0,-150,100,1,2021-03-12 13:15:00
78,0,1322.834,0,730,2058,2857,4205,601,-3.3,200,1,2,1323.411,1,10,0,-150,100,1,2021-03-12 13:15:00
79,0,1337.902,0,460,1105,2857,4205,801,3.3,200,0,2,1339.621,0,10,0,-150,100,1,2021-03-12 13:15:00
80,1,1372.924,0,460,1105,2857,4205,801,3.3,200,0,2,1373.674,0,10,0,-150,100,1,2021-03-12 13:15:00
81,1,1381.089,0,460,1105,2857,4205,801,3.3,200,0,2,1381.713,0,10,0,-150,100,1,2021-03-12 13:15:00
82,1,1387.601,0,460,1105,2857,4205,801,3.3,200,0,2,1388.287,0,10,0,-150,100,1,2021-03-12 13:15:00
83,1,1395.731,0,460,1105,2857,4205,801,3.3,200,0,8,1396.469,1,10,0,-150,100,1,2021-03-12 13:15:00
84,0,1409.888,0,460,1105,2857,4205,901,10.0,200,0,2,1410.581,0,10,0,-150,100,1,2021-03-12 13:15:00
85,1,1417.646,0,460,1105,2857,4205,901,10.0,200,0,2,1419.72,0,10,0,-150,100,1,2021-03-12 13:15:00
86,1,1427.409,0,460,1105,2857,4205,901,10.0,200,0,8,1428.116,1,10,0,-150,100,1,2021-03-12 13:15:00
87,0,1440.781,0,730,2058,2857,4205,601,-10.0,200,1,2,1441.368,1,10,1,-150,100,1,2021-03-12 13:15:00
88,0,1448.707,0,460,1105,2857,4205,701,-6.7,200,0,2,1449.252,0,10,1,-150,100,1,2021-03-12 13:15:00
89,1,1455.678,0,460,1105,2857,4205,701,-6.7,200,0,8,1456.541,1,10,0,-150,100,1,2021-03-12 13:15:00
90,0,1471.879,0,730,2058,2857,4205,1001,3.3,200,1,2,1473.654,1,10,1,-150,100,1,2021-03-12 13:15:00
91,0,1484.838,0,730,2058,2857,4205,801,6.7,200,1,2,1485.435,1,10,0,-150,100,1,2021-03-12 13:15:00
92,0,1499.667,0,730,2058,2857,4205,701,-3.3,200,1,8,1500.387,0,10,1,-150,100,1,2021-03-12 13:15:00
93,1,1504.784,0,730,2058,2857,4205,701,-3.3,200,1,2,1505.542,1,10,0,-150,100,1,2021-03-12 13:15:00
94,0,1532.112,0,730,2058,2857,4205,901,6.7,200,1,8,1532.867,0,10,1,-150,100,1,2021-03-12 13:15:00
95,1,1541.093,0,730,2058,2857,4205,901,6.7,200,1,2,1541.703,1,10,0,-150,100,1,2021-03-12 13:15:00
96,0,1552.275,0,460,1105,2857,4205,501,3.3,200,0,8,1553.001,1,10,0,-150,100,1,2021-03-12 13:15:00
97,0,1621.703,0,460,1105,2857,4205,1001,-3.3,200,0,8,1622.479,1,10,0,-150,100,1,2021-03-12 13:15:00
98,0,1634.663,0,460,1105,2857,4205,601,-6.7,200,0,2,1635.365,0,10,1,-150,100,1,2021-03-12 13:15:00
99,1,1646.055,0,460,1105,2857,4205,601,-6.7,200,0,8,1646.705,1,10,0,-150,100,1,2021-03-12 13:15:00
100,0,1689.094,0,730,2058,2857,4205,1001,10.0,200,1,8,1689.877,0,10,0,-150,100,1,2021-03-12 13:15:00
101,1,1696.706,0,730,2058,2857,4205,1001,10.0,200,1,2,1697.251,1,10,0,-150,100,1,2021-03-12 13:15:00
102,0,1715.022,0,460,1105,2857,4205,501,0.0,200,0,8,1715.674,1,10,1,-150,100,1,2021-03-12 13:15:00
103,0,1730.655,0,730,2058,2857,4205,901,6.7,200,1,2,1731.289,1,10,1,-150,100,1,2021-03-12 13:15:00
104,0,1740.193,0,730,2058,2857,4205,601,3.3,200,1,2,1740.895,1,10,1,-150,100,1,2021-03-12 13:15:00
105,0,1776.507,0,460,1105,2857,4205,801,0.0,200,0,8,1777.166,1,10,0,-150,100,1,2021-03-12 13:15:00
106,0,1789.402,0,460,1105,2857,4205,701,-10.0,200,0,8,1790.198,1,10,1,-150,100,1,2021-03-12 13:15:00
107,0,1814.66,0,460,1105,2857,4205,901,-6.7,200,0,8,1815.391,1,10,0,-150,100,1,2021-03-12 13:15:00
108,0,1835.555,0,460,1105,2857,4205,1001,10.0,200,0,2,1836.715,0,10,1,-150,100,1,2021-03-12 13:15:00
109,1,1851.449,0,460,1105,2857,4205,1001,10.0,200,0,2,1852.197,0,10,0,-150,100,1,2021-03-12 13:15:00
110,1,1857.142,0,460,1105,2857,4205,1001,10.0,200,0,8,1857.893,1,10,0,-150,100,1,2021-03-12 13:15:00
111,0,1867.079,0,730,2058,2857,4205,601,0.0,200,1,8,1867.893,0,10,0,-150,100,1,2021-03-12 13:15:00
112,1,1871.674,0,730,2058,2857,4205,601,0.0,200,1,8,1872.609,0,10,0,-150,100,1,2021-03-12 13:15:00
113,1,1876.435,0,730,2058,2857,4205,601,0.0,200,1,8,1877.49,0,10,0,-150,100,1,2021-03-12 13:15:00
114,1,1881.113,0,730,2058,2857,4205,601,0.0,200,1,2,1881.728,1,10,0,-150,100,1,2021-03-12 13:15:00
115,0,1889.758,0,730,2058,2857,4205,801,6.7,200,1,2,1890.34,1,10,0,-150,100,1,2021-03-12 13:15:00
116,0,1906.473,0,460,1105,2857,4205,701,-10.0,200,0,8,1907.287,1,10,0,-150,100,1,2021-03-12 13:15:00
117,0,1915.224,0,730,2058,2857,4205,901,3.3,200,1,2,1915.784,1,10,1,-150,100,1,2021-03-12 13:15:00
118,0,1944.991,0,730,2058,2857,4205,1001,10.0,200,1,8,1945.738,0,10,0,-150,100,1,2021-03-12 13:15:00
119,1,1975.982,0,730,2058,2857,4205,1001,10.0,200,1,2,1976.948,1,10,0,-150,100,1,2021-03-12 13:15:00
120,0,1992.86,0,730,2058,2857,4205,801,-6.7,200,1,2,1993.451,1,10,0,-150,100,1,2021-03-12 13:15:00
121,0,2004.253,0,460,1105,2857,4205,601,0.0,200,0,2,2005.007,0,10,1,-150,100,1,2021-03-12 13:15:00
122,1,2011.32,0,460,1105,2857,4205,601,0.0,200,0,8,2012.331,1,10,0,-150,100,1,2021-03-12 13:15:00
123,0,2026.384,0,460,1105,2857,4205,801,-6.7,200,0,8,2026.943,1,10,1,-150,100,1,2021-03-12 13:15:00
124,0,2039.286,0,460,1105,2857,4205,701,-10.0,200,0,8,2039.908,1,10,0,-150,100,1,2021-03-12 13:15:00
125,0,2048.81,0,730,2058,2857,4205,601,6.7,200,1,2,2049.417,1,10,1,-150,100,1,2021-03-12 13:15:00
126,0,2064.86,0,730,2058,2857,4205,1001,-3.3,200,1,2,2066.599,1,10,0,-150,100,1,2021-03-12 13:15:00
127,0,2082.277,0,460,1105,2857,4205,501,3.3,200,0,8,2083.124,1,10,1,-150,100,1,2021-03-12 13:15:00
128,0,2098.387,0,730,2058,2857,4205,701,6.7,200,1,2,2099.081,1,10,0,-150,100,1,2021-03-12 13:15:00
129,0,2107.984,0,730,2058,2857,4205,601,-3.3,200,1,2,2108.677,1,10,1,-150,100,1,2021-03-12 13:15:00
130,0,2119.032,0,460,1105,2857,4205,501,0.0,200,0,8,2119.675,1,10,0,-150,100,1,2021-03-12 13:15:00
131,0,2134.368,0,460,1105,2857,4205,801,-6.7,200,0,8,2134.986,1,10,0,-150,100,1,2021-03-12 13:15:00
132,0,2150.634,0,730,2058,2857,4205,901,-10.0,200,1,2,2152.468,1,10,1,-150,100,1,2021-03-12 13:15:00
133,0,2175.704,0,460,1105,2857,4205,801,3.3,200,0,2,2176.318,0,10,1,-150,100,1,2021-03-12 13:15:00
134,1,2200.012,0,460,1105,2857,4205,801,3.3,200,0,2,2200.759,0,10,0,-150,100,1,2021-03-12 13:15:00
1,0,7.552,0,730,2058,2857,4205,601,-13.0,200,1,8,8.694,0,10,1,-150,100,1,2021-03-10 12:17:00
2,1,12.302,0,730,2058,2857,4205,601,-13.0,200,1,8,13.091,0,10,1,-150,100,1,2021-03-10 12:17:00
3,1,18.921,0,730,2058,2857,4205,601,-13.0,200,1,8,19.556,0,10,1,-150,100,1,2021-03-10 12:17:00
4,1,23.202,0,730,2058,2857,4205,601,-13.0,200,1,2,23.739,1,10,1,-150,100,1,2021-03-10 12:17:00
5,0,37.42,0,460,1105,2857,4205,1001,-6.4,200,0,8,38.492,1,10,1,-150,100,1,2021-03-10 12:17:00
6,0,48.244,0,730,2058,2857,4205,901,-9.7,200,1,8,48.905,0,10,1,-150,100,1,2021-03-10 12:17:00
7,1,52.902,0,730,2058,2857,4205,901,-9.7,200,1,2,53.525,1,10,1,-150,100,1,2021-03-10 12:17:00
8,0,62.56,0,460,1105,2857,4205,501,0.1,200,0,2,63.297,0,10,1,-150,100,1,2021-03-10 12:17:00
9,1,69.222,0,460,1105,2857,4205,501,0.1,200,0,8,70.469,1,10,1,-150,100,1,2021-03-10 12:17:00
10,0,81.074,0,460,1105,2857,4205,701,10.0,200,0,2,81.799,0,10,1,-150,100,1,2021-03-10 12:17:00
11,1,87.568,0,460,1105,2857,4205,701,10.0,200,0,8,88.322,1,10,1,-150,100,1,2021-03-10 12:17:00
12,0,99.215,0,460,1105,2857,4205,701,-3.1,200,0,8,100.283,1,10,1,-150,100,1,2021-03-10 12:17:00
13,0,114.516,0,730,2058,2857,4205,901,3.4,200,1,2,115.087,1,10,1,-150,100,1,2021-03-10 12:17:00
14,0,124.406,0,730,2058,2857,4205,601,-9.7,200,1,2,125.451,1,10,1,-150,100,1,2021-03-10 12:17:00
15,0,132.46,0,730,2058,2857,4205,501,-3.1,200,1,8,133.677,0,10,1,-150,100,1,2021-03-10 12:17:00
16,1,140.504,0,730,2058,2857,4205,501,-3.1,200,1,8,141.659,0,10,1,-150,100,1,2021-03-10 12:17:00
17,1,147.9,0,730,2058,2857,4205,501,-3.1,200,1,8,149.289,0,10,1,-150,100,1,2021-03-10 12:17:00
18,1,152.81,0,730,2058,2857,4205,501,-3.1,200,1,2,153.403,1,10,1,-150,100,1,2021-03-10 12:17:00
19,0,166.736,0,460,1105,2857,4205,1001,-6.4,200,0,8,167.499,1,10,1,-150,100,1,2021-03-10 12:17:00
20,0,181.975,0,730,2058,2857,4205,1001,-13.0,200,1,8,182.758,0,10,1,-150,100,1,2021-03-10 12:17:00
21,1,189.501,0,730,2058,2857,4205,1001,-13.0,200,1,2,190.407,1,10,1,-150,100,1,2021-03-10 12:17:00
22,0,197.324,0,460,1105,2857,4205,801,6.7,200,0,8,198.036,1,10,1,-150,100,1,2021-03-10 12:17:00
23,0,207.825,0,460,1105,2857,4205,701,0.1,200,0,2,208.416,0,10,1,-150,100,1,2021-03-10 12:17:00
24,1,214.187,0,460,1105,2857,4205,701,0.1,200,0,8,214.883,1,10,1,-150,100,1,2021-03-10 12:17:00
25,0,229.006,0,730,2058,2857,4205,601,3.4,200,1,8,230.124,0,10,1,-150,100,1,2021-03-10 12:17:00
26,1,236.184,0,730,2058,2857,4205,601,3.4,200,1,8,236.922,0,10,1,-150,100,1,2021-03-10 12:17:00
27,1,243.967,0,730,2058,2857,4205,601,3.4,200,1,8,244.775,0,10,1,-150,100,1,2021-03-10 12:17:00
28,1,250.813,0,730,2058,2857,4205,601,3.4,200,1,2,251.939,1,10,1,-150,100,1,2021-03-10 12:17:00
29,0,271.611,0,730,2058,2857,4205,901,6.7,200,1,2,272.2,1,10,1,-150,100,1,2021-03-10 12:17:00
30,0,285.701,0,460,1105,2857,4205,901,3.4,200,0,8,286.365,1,10,1,-150,100,1,2021-03-10 12:17:00
31,0,310.661,0,730,2058,2857,4205,1001,-13.0,200,1,2,311.388,1,10,1,-150,100,1,2021-03-10 12:17:00
32,0,320.305,0,730,2058,2857,4205,701,-3.1,200,1,2,321.49,1,10,1,-150,100,1,2021-03-10 12:17:00
33,0,335.425,0,730,2058,2857,4205,501,0.1,200,1,2,336.355,1,10,1,-150,100,1,2021-03-10 12:17:00
34,0,354.882,0,730,2058,2857,4205,801,-9.7,200,1,8,355.737,0,10,1,-150,100,1,2021-03-10 12:17:00
35,1,362.817,0,730,2058,2857,4205,801,-9.7,200,1,8,363.874,0,10,1,-150,100,1,2021-03-10 12:17:00
36,1,367.715,0,730,2058,2857,4205,801,-9.7,200,1,2,368.4,1,10,1,-150,100,1,2021-03-10 12:17:00
37,0,380.031,0,460,1105,2857,4205,501,10.0,200,0,8,380.804,1,10,1,-150,100,1,2021-03-10 12:17:00
38,0,393.275,0,460,1105,2857,4205,901,10.0,200,0,8,394.18,1,10,1,-150,100,1,2021-03-10 12:17:00
39,0,406.137,0,460,1105,2857,4205,1001,-3.1,200,0,8,406.798,1,10,1,-150,100,1,2021-03-10 12:17:00
40,0,419.548,0,460,1105,2857,4205,601,0.1,200,0,8,420.42,1,10,1,-150,100,1,2021-03-10 12:17:00
41,0,431.224,0,460,1105,2857,4205,701,-13.0,200,0,8,431.986,1,10,1,-150,100,1,2021-03-10 12:17:00
42,0,443.336,0,460,1105,2857,4205,1001,-6.4,200,0,8,444.282,1,10,1,-150,100,1,2021-03-10 12:17:00
43,0,453.837,0,460,1105,2857,4205,601,-9.7,200,0,8,454.838,1,10,1,-150,100,1,2021-03-10 12:17:00
44,0,465.516,0,730,2058,2857,4205,901,3.4,200,1,2,466.486,1,10,1,-150,100,1,2021-03-10 12:17:00
45,0,475.068,0,460,1105,2857,4205,801,6.7,200,0,2,475.728,0,10,1,-150,100,1,2021-03-10 12:17:00
46,1,482.183,0,460,1105,2857,4205,801,6.7,200,0,8,483.013,1,10,1,-150,100,1,2021-03-10 12:17:00
47,0,493.322,0,730,2058,2857,4205,701,10.0,200,1,8,494.166,0,10,1,-150,100,1,2021-03-10 12:17:00
